VAL_DigIn_1     ; 0   ; 1   ; 1   ; 1   ; 0   ; 0   ; 1   ; 1   ; 1   ; 0   ; 0
VAL_DigIn_2     ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0
VAL_DigIn_3     ; 0   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 0
VAL_DigIn_4     ; 0   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 0
VAL_DigIn_5     ; 0   ; 1   ; 1   ; 1   ; 0   ; 0   ; 1   ; 1   ; 1   ; 0   ; 0
VAL_DigIn_6     ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0
VAL_DigIn_7     ; 0   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 0
VAL_DigIn_8     ; 0   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 0
VAL_DigIn_9     ; 0   ; 1   ; 1   ; 1   ; 0   ; 0   ; 1   ; 1   ; 1   ; 0   ; 0
VAL_DigIn_10    ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0
VAL_DigIn_11    ; 0   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 0
VAL_DigIn_12    ; 0   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 0
VAL_DigIn_13    ; 0   ; 1   ; 1   ; 1   ; 0   ; 0   ; 1   ; 1   ; 1   ; 0   ; 0
VAL_DigIn_14    ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0
VAL_DigIn_15    ; 0   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 0
VAL_DigIn_16    ; 0   ; 0   ; 1   ; 0   ; 0   ; 1   ; 0   ; 1   ; 0   ; 0   ; 0

VAL_DigOut_1    ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0
VAL_DigOut_2    ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0
VAL_DigOut_3    ; 0   ; 1   ; 1   ; 0   ; 0   ; 1   ; 1   ; 1   ; 0   ; 0   ; 0
VAL_DigOut_4    ; 0   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 0
VAL_DigOut_5    ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0
VAL_DigOut_6    ; 0   ; 1   ; 0   ; 1   ; 1   ; 0   ; 1   ; 0   ; 1   ; 1   ; 0
